ID;TARGET
86458;1
86459;0
86460;0
86461;0
86462;0
86463;0
86464;0
86465;0
86466;1
86467;0
86468;0
86469;0
86470;1
86471;0
86472;0
86473;0
86474;0
86475;1
86476;0
86477;1
86478;0
86479;0
86480;0
86481;0
86482;0
86483;0
86484;0
86485;0
86486;0
86487;0
86488;0
86489;0
86490;0
86491;0
86492;0
86493;0
86494;0
86495;1
86496;1
86497;1
86498;0
86499;0
86500;0
86501;1
86502;0
86503;0
86504;1
86505;0
86506;0
86507;0
86508;0
86509;0
86510;1
86511;0
86512;0
86513;0
86514;0
86515;0
86516;0
86517;0
86518;1
86519;0
86520;0
86521;0
86522;1
86523;0
86524;0
86525;0
86526;0
86527;1
86528;0
86529;0
86530;0
86531;0
86532;0
86533;0
86534;0
86535;1
86536;0
86537;0
86538;1
86539;1
86540;0
86541;0
86542;0
86543;0
86544;0
86545;0
86546;0
86547;1
86548;0
86549;0
86550;0
86551;0
86552;0
86553;0
86554;0
86555;0
86556;0
86557;0
86558;1
86559;0
86560;0
86561;1
86562;0
86563;0
86564;0
86565;0
86566;0
86567;0
86568;0
86569;0
86570;1
86571;0
86572;0
86573;0
86574;0
86575;0
86576;0
86577;0
86578;0
86579;0
86580;0
86581;0
86582;0
86583;1
86584;1
86585;0
86586;0
86587;0
86588;0
86589;0
86590;0
86591;1
86592;0
86593;1
86594;0
86595;0
86596;1
86597;0
86598;0
86599;0
86600;0
86601;0
86602;1
86603;0
86604;0
86605;0
86606;0
86607;0
86608;0
86609;0
86610;0
86611;0
86612;1
86613;0
86614;0
86615;0
86616;0
86617;1
86618;0
86619;1
86620;1
86621;1
86622;0
86623;1
86624;0
86625;0
86626;0
86627;0
86628;0
86629;0
86630;0
86631;0
86632;0
86633;0
86634;1
86635;0
86636;0
86637;0
86638;0
86639;0
86640;0
86641;0
86642;0
86643;0
86644;0
86645;0
86646;0
86647;0
86648;0
86649;0
86650;0
86651;1
86652;1
86653;0
86654;0
86655;0
86656;1
86657;0
86658;1
86659;0
86660;0
86661;0
86662;0
86663;0
86664;0
86665;0
86666;0
86667;0
86668;0
86669;0
86670;0
86671;1
86672;0
86673;1
86674;0
86675;0
86676;0
86677;1
86678;0
86679;0
86680;0
86681;0
86682;0
86683;0
86684;0
86685;0
86686;0
86687;1
86688;0
86689;0
86690;0
86691;1
86692;0
86693;0
86694;0
86695;0
86696;0
86697;0
86698;0
86699;0
86700;0
86701;0
86702;0
86703;0
86704;0
86705;0
86706;1
86707;0
86708;0
86709;0
86710;0
86711;0
86712;0
86713;0
86714;0
86715;0
86716;0
86717;0
86718;0
86719;0
86720;0
86721;0
86722;0
86723;0
86724;0
86725;0
86726;0
86727;0
86728;0
86729;0
86730;0
86731;0
86732;0
86733;0
86734;0
86735;0
86736;1
86737;1
86738;1
86739;1
86740;0
86741;0
86742;0
86743;0
86744;1
86745;0
86746;0
86747;0
86748;0
86749;0
86750;1
86751;0
86752;0
86753;0
86754;0
86755;0
86756;0
86757;1
86758;0
86759;0
86760;1
86761;0
86762;0
86763;1
86764;0
86765;0
86766;1
86767;0
86768;0
86769;0
86770;0
86771;0
86772;0
86773;0
86774;0
86775;0
86776;0
86777;1
86778;0
86779;0
86780;1
86781;0
86782;0
86783;0
86784;1
86785;0
86786;0
86787;0
86788;1
86789;1
86790;1
86791;0
86792;0
86793;0
86794;0
86795;1
86796;1
86797;0
86798;0
86799;0
86800;0
86801;0
86802;1
86803;0
86804;0
86805;1
86806;0
86807;0
86808;0
86809;0
86810;0
86811;0
86812;1
86813;0
86814;0
86815;0
86816;0
86817;0
86818;0
86819;0
86820;0
86821;0
86822;0
86823;0
86824;0
86825;0
86826;0
86827;1
86828;0
86829;0
86830;1
86831;0
86832;0
86833;0
86834;0
86835;1
86836;1
86837;0
86838;0
86839;0
86840;1
86841;0
86842;0
86843;1
86844;0
86845;1
86846;0
86847;1
86848;0
86849;0
86850;1
86851;0
86852;0
86853;0
86854;0
86855;0
86856;0
86857;0
86858;1
86859;0
86860;1
86861;0
86862;1
86863;0
86864;0
86865;0
86866;0
86867;0
86868;1
86869;0
86870;0
86871;0
86872;0
86873;0
86874;0
86875;0
86876;0
86877;0
86878;0
86879;0
86880;0
86881;0
86882;0
86883;0
86884;1
86885;0
86886;0
86887;1
86888;0
86889;0
86890;1
86891;1
86892;0
86893;1
86894;0
86895;0
86896;1
86897;0
86898;0
86899;1
86900;0
86901;0
86902;0
86903;0
86904;0
86905;0
86906;0
86907;1
86908;0
86909;0
86910;0
86911;0
86912;0
86913;0
86914;1
86915;0
86916;1
86917;1
86918;0
86919;0
86920;0
86921;1
86922;1
86923;0
86924;0
86925;0
86926;0
86927;0
86928;0
86929;0
86930;0
86931;1
86932;0
86933;0
86934;0
86935;0
86936;0
86937;0
86938;0
86939;0
86940;1
86941;1
86942;1
86943;0
86944;0
86945;0
86946;0
86947;1
86948;0
86949;0
86950;0
86951;0
86952;0
86953;0
86954;0
86955;0
86956;1
86957;0
86958;0
86959;0
86960;0
86961;0
86962;1
86963;0
86964;0
86965;0
86966;0
86967;1
86968;0
86969;0
86970;0
86971;0
86972;0
86973;1
86974;0
86975;0
86976;1
86977;0
86978;0
86979;0
86980;0
86981;0
86982;0
86983;0
86984;0
86985;0
86986;0
86987;0
86988;0
86989;0
86990;0
86991;0
86992;0
86993;0
86994;0
86995;1
86996;0
86997;0
86998;0
86999;0
87000;0
87001;0
87002;0
87003;1
87004;0
87005;1
87006;0
87007;1
87008;0
87009;0
87010;0
87011;0
87012;0
87013;0
87014;0
87015;1
87016;0
87017;0
87018;0
87019;0
87020;0
87021;1
87022;0
87023;0
87024;0
87025;1
87026;0
87027;0
87028;0
87029;0
87030;0
87031;1
87032;0
87033;1
87034;0
87035;0
87036;0
87037;0
87038;0
87039;0
87040;0
87041;0
87042;0
87043;0
87044;1
87045;0
87046;0
87047;0
87048;0
87049;0
87050;0
87051;0
87052;1
87053;0
87054;0
87055;1
87056;0
87057;1
87058;0
87059;0
87060;0
87061;1
87062;0
87063;0
87064;0
87065;0
87066;0
87067;0
87068;1
87069;0
87070;0
87071;0
87072;0
87073;0
87074;0
87075;0
87076;0
87077;1
87078;0
87079;0
87080;1
87081;1
87082;0
87083;0
87084;1
87085;0
87086;0
87087;0
87088;0
87089;0
87090;0
87091;1
87092;0
87093;0
87094;0
87095;1
87096;0
87097;0
87098;0
87099;0
87100;0
87101;0
87102;1
87103;0
87104;0
87105;0
87106;0
87107;0
87108;0
87109;0
87110;1
87111;0
87112;0
87113;0
87114;0
87115;1
87116;0
87117;0
87118;0
87119;0
87120;1
87121;1
87122;0
87123;0
87124;0
87125;0
87126;1
87127;0
87128;0
87129;0
87130;0
87131;1
87132;0
87133;0
87134;0
87135;0
87136;1
87137;1
87138;0
87139;0
87140;1
87141;0
87142;0
87143;1
87144;0
87145;1
87146;0
87147;0
87148;0
87149;0
87150;0
87151;0
87152;0
87153;0
87154;0
87155;0
87156;0
87157;0
87158;0
87159;0
87160;0
87161;0
87162;0
87163;1
87164;0
87165;0
87166;0
87167;1
87168;0
87169;0
87170;1
87171;1
87172;1
87173;1
87174;0
87175;1
87176;0
87177;0
87178;1
87179;0
87180;1
87181;0
87182;1
87183;0
87184;0
87185;1
87186;0
87187;0
87188;1
87189;1
87190;1
87191;1
87192;0
87193;0
87194;0
87195;1
87196;1
87197;0
87198;1
87199;0
87200;0
87201;0
87202;0
87203;0
87204;0
87205;0
87206;1
87207;0
87208;0
87209;0
87210;1
87211;0
87212;0
87213;0
87214;0
87215;0
87216;0
87217;0
87218;0
87219;0
87220;0
87221;1
87222;0
87223;1
87224;1
87225;0
87226;0
87227;0
87228;0
87229;0
87230;0
87231;0
87232;0
87233;1
87234;0
87235;1
87236;0
87237;0
87238;1
87239;1
87240;0
87241;0
87242;0
87243;0
87244;0
87245;0
87246;1
87247;0
87248;1
87249;0
87250;0
87251;0
87252;0
87253;0
87254;0
87255;0
87256;0
87257;1
87258;0
87259;1
87260;0
87261;0
87262;0
87263;1
87264;0
87265;0
87266;0
87267;1
87268;1
87269;0
87270;0
87271;0
87272;0
87273;0
87274;1
87275;0
87276;0
87277;0
87278;0
87279;0
87280;0
87281;1
87282;1
87283;0
87284;1
87285;1
87286;0
87287;0
87288;1
87289;0
87290;0
87291;1
87292;1
87293;0
87294;0
87295;0
87296;0
87297;0
87298;0
87299;0
87300;0
87301;1
87302;0
87303;0
87304;0
87305;0
87306;0
87307;0
87308;0
87309;0
87310;0
87311;0
87312;1
87313;0
87314;1
87315;0
87316;0
87317;0
87318;1
87319;0
87320;1
87321;0
87322;0
87323;0
87324;1
87325;0
87326;0
87327;0
87328;1
87329;0
87330;1
87331;0
87332;0
87333;0
87334;1
87335;0
87336;0
87337;0
87338;0
87339;0
87340;0
87341;1
87342;0
87343;1
87344;0
87345;0
87346;0
87347;0
87348;0
87349;0
87350;0
87351;1
87352;1
87353;0
87354;0
87355;0
87356;0
87357;1
87358;0
87359;1
87360;0
87361;0
87362;1
87363;0
87364;0
87365;0
87366;0
87367;0
87368;0
87369;0
87370;0
87371;0
87372;0
87373;1
87374;1
87375;1
87376;1
87377;1
87378;0
87379;0
87380;1
87381;0
87382;0
87383;1
87384;0
87385;0
87386;0
87387;0
87388;1
87389;0
87390;0
87391;1
87392;1
87393;0
87394;0
87395;0
87396;0
87397;0
87398;0
87399;0
87400;0
87401;0
87402;0
87403;0
87404;1
87405;1
87406;0
87407;0
87408;0
87409;0
87410;0
87411;0
87412;0
87413;1
87414;0
87415;0
87416;1
87417;0
87418;0
87419;1
87420;0
87421;1
87422;0
87423;0
87424;0
87425;0
87426;1
87427;0
87428;0
87429;0
87430;0
87431;1
87432;0
87433;1
87434;1
87435;1
87436;0
87437;0
87438;0
87439;0
87440;0
87441;0
87442;0
87443;0
87444;1
87445;0
87446;0
87447;0
87448;0
87449;0
87450;0
87451;1
87452;0
87453;0
87454;0
87455;0
87456;0
87457;0
87458;0
87459;0
87460;0
87461;0
87462;1
87463;0
87464;1
87465;0
87466;0
87467;0
87468;0
87469;1
87470;0
87471;1
87472;1
87473;0
87474;0
87475;0
87476;0
87477;0
87478;1
87479;0
87480;1
87481;0
87482;0
87483;0
87484;1
87485;1
87486;0
87487;0
87488;0
87489;0
87490;0
87491;0
87492;0
87493;0
87494;0
87495;0
87496;0
87497;1
87498;0
87499;0
87500;1
87501;0
87502;1
87503;0
87504;0
87505;0
87506;1
87507;1
87508;1
87509;0
87510;0
87511;0
87512;0
87513;0
87514;0
87515;0
87516;1
87517;0
87518;0
87519;0
87520;0
87521;0
87522;0
87523;0
87524;1
87525;0
87526;1
87527;0
87528;0
87529;0
87530;1
87531;0
87532;0
87533;0
87534;1
87535;1
87536;0
87537;0
87538;0
87539;0
87540;1
87541;0
87542;0
87543;1
87544;0
87545;0
87546;1
87547;1
87548;0
87549;0
87550;0
87551;1
87552;0
87553;1
87554;0
87555;1
87556;0
87557;0
87558;0
87559;1
87560;0
87561;0
87562;0
87563;1
87564;0
87565;1
87566;0
87567;1
87568;1
87569;0
87570;1
87571;0
87572;0
87573;0
87574;0
87575;0
87576;1
87577;1
87578;0
87579;0
87580;0
87581;0
87582;0
87583;0
87584;0
87585;0
87586;0
87587;1
87588;0
87589;0
87590;0
87591;1
87592;0
87593;0
87594;0
87595;0
87596;0
87597;0
87598;0
87599;1
87600;0
87601;1
87602;0
87603;1
87604;0
87605;0
87606;1
87607;0
87608;0
87609;0
87610;0
87611;1
87612;0
87613;0
87614;1
87615;0
87616;0
87617;0
87618;0
87619;1
87620;0
87621;0
87622;0
87623;0
87624;0
87625;1
87626;1
87627;0
87628;0
87629;0
87630;1
87631;0
87632;0
87633;1
87634;0
87635;0
87636;1
87637;0
87638;0
87639;0
87640;1
87641;0
87642;1
87643;0
87644;0
87645;1
87646;1
87647;0
87648;0
87649;1
87650;0
87651;0
87652;0
87653;0
87654;0
87655;0
87656;0
87657;0
87658;0
87659;0
87660;1
87661;1
87662;1
87663;1
87664;0
87665;1
87666;1
87667;0
87668;0
87669;1
87670;0
87671;0
87672;0
87673;0
87674;0
87675;0
87676;0
87677;1
87678;0
87679;1
87680;0
87681;1
87682;1
87683;0
87684;0
87685;0
87686;0
87687;0
87688;0
87689;1
87690;0
87691;1
87692;0
87693;0
87694;0
87695;0
87696;0
87697;1
87698;0
87699;0
87700;0
87701;0
87702;1
87703;0
87704;1
87705;0
87706;1
87707;0
87708;0
87709;0
87710;0
87711;0
87712;1
87713;0
87714;0
87715;1
87716;1
87717;0
87718;1
87719;1
87720;0
87721;1
87722;0
87723;0
87724;0
87725;0
87726;1
87727;0
87728;1
87729;0
87730;1
87731;1
87732;0
87733;0
87734;0
87735;0
87736;0
87737;1
87738;0
87739;0
87740;0
87741;0
87742;1
87743;1
87744;0
87745;0
87746;0
87747;0
87748;0
87749;0
87750;0
87751;0
87752;0
87753;0
87754;0
87755;0
87756;0
87757;0
87758;0
87759;0
87760;0
87761;0
87762;0
87763;1
87764;1
87765;0
87766;0
87767;0
87768;0
87769;0
87770;1
87771;0
87772;1
87773;0
87774;0
87775;0
87776;0
87777;1
87778;1
87779;0
87780;0
87781;0
87782;0
87783;1
87784;1
87785;0
87786;0
87787;0
87788;0
87789;0
87790;0
87791;0
87792;0
87793;0
87794;0
87795;0
87796;0
87797;0
87798;0
87799;1
87800;0
87801;0
87802;0
87803;1
87804;0
87805;0
87806;0
87807;1
87808;1
87809;0
87810;0
87811;0
87812;0
87813;1
87814;0
87815;1
87816;0
87817;1
87818;0
87819;0
87820;0
87821;1
87822;0
87823;0
87824;0
87825;0
87826;0
87827;1
87828;0
87829;0
87830;0
87831;0
87832;0
87833;0
87834;0
87835;0
87836;0
87837;0
87838;0
87839;0
87840;0
87841;0
87842;0
87843;1
87844;0
87845;1
87846;0
87847;0
87848;0
87849;0
87850;0
87851;0
87852;0
87853;0
87854;0
87855;1
87856;0
87857;0
87858;0
87859;0
87860;0
87861;0
87862;0
87863;0
87864;0
87865;0
87866;0
87867;0
87868;0
87869;0
87870;0
87871;0
87872;0
87873;0
87874;0
87875;0
87876;0
87877;0
87878;0
87879;0
87880;0
87881;1
87882;0
87883;1
87884;0
87885;0
87886;1
87887;0
87888;0
87889;1
87890;0
87891;0
87892;0
87893;0
87894;1
87895;0
87896;1
87897;1
87898;0
87899;1
87900;1
87901;0
87902;0
87903;0
87904;0
87905;0
87906;0
87907;0
87908;0
87909;0
87910;0
87911;1
87912;0
87913;1
87914;0
87915;0
87916;0
87917;0
87918;1
87919;0
87920;0
87921;0
87922;0
87923;0
87924;0
87925;1
87926;0
87927;0
87928;1
87929;0
87930;0
87931;0
87932;0
87933;1
87934;0
87935;0
87936;0
87937;0
87938;1
87939;1
87940;0
87941;1
87942;0
87943;0
87944;1
87945;0
87946;1
87947;0
87948;0
87949;1
87950;0
87951;0
87952;0
87953;0
87954;0
87955;0
87956;1
87957;0
87958;1
87959;0
87960;0
87961;0
87962;0
87963;0
87964;0
87965;0
87966;1
87967;0
87968;0
87969;0
87970;0
87971;1
87972;1
87973;0
87974;0
87975;0
87976;0
87977;0
87978;0
87979;0
87980;0
87981;0
87982;0
87983;0
87984;0
87985;0
87986;0
87987;1
87988;0
87989;0
87990;0
87991;0
87992;0
87993;0
87994;1
87995;0
87996;1
87997;1
87998;1
87999;0
88000;0
88001;0
88002;0
88003;0
88004;1
88005;0
88006;0
88007;1
88008;1
88009;0
88010;0
88011;1
88012;0
88013;1
88014;0
88015;0
88016;0
88017;1
88018;1
88019;1
88020;0
88021;0
88022;1
88023;0
88024;0
88025;0
88026;0
88027;0
88028;0
88029;0
88030;0
88031;1
88032;1
88033;1
88034;1
88035;0
88036;1
88037;0
88038;0
88039;0
88040;0
88041;1
88042;0
88043;0
88044;0
88045;0
88046;1
88047;0
88048;0
88049;0
88050;0
88051;1
88052;0
88053;0
88054;0
88055;0
88056;1
88057;0
88058;0
88059;0
88060;1
88061;1
88062;0
88063;0
88064;0
88065;1
88066;1
88067;0
88068;0
88069;0
88070;0
88071;0
88072;0
88073;1
88074;1
88075;0
88076;0
88077;0
88078;1
88079;0
88080;1
88081;0
88082;0
88083;0
88084;0
88085;0
88086;0
88087;0
88088;1
88089;1
88090;1
88091;1
88092;0
88093;0
88094;0
88095;0
88096;0
88097;0
88098;0
88099;0
88100;0
88101;1
88102;0
88103;0
88104;0
88105;1
88106;1
88107;0
88108;0
88109;0
88110;1
88111;0
88112;0
88113;1
88114;0
88115;1
88116;1
88117;0
88118;0
88119;0
88120;1
88121;0
88122;0
88123;1
88124;1
88125;1
88126;0
88127;0
88128;0
88129;0
88130;1
88131;0
88132;0
88133;1
88134;0
88135;0
88136;1
88137;0
88138;0
88139;1
88140;0
88141;0
88142;0
88143;0
88144;0
88145;0
88146;0
88147;0
88148;0
88149;1
88150;0
88151;0
88152;0
88153;1
88154;0
88155;0
88156;1
88157;1
88158;0
88159;0
88160;0
88161;0
88162;0
88163;0
88164;0
88165;1
88166;0
88167;0
88168;1
88169;0
88170;0
88171;0
88172;0
88173;0
88174;1
88175;0
88176;0
88177;0
88178;0
88179;0
88180;0
88181;1
88182;0
88183;1
88184;0
88185;0
88186;0
88187;0
88188;1
88189;0
88190;0
88191;1
88192;1
88193;1
88194;0
88195;0
88196;0
88197;0
88198;0
88199;0
88200;0
88201;0
88202;1
88203;0
88204;0
88205;0
88206;0
88207;0
88208;0
88209;0
88210;0
88211;0
88212;1
88213;1
88214;0
88215;0
88216;0
88217;0
88218;0
88219;0
88220;0
88221;0
88222;1
88223;0
88224;1
88225;1
88226;1
88227;0
88228;1
88229;1
88230;0
88231;0
88232;0
88233;1
88234;0
88235;0
88236;0
88237;1
88238;0
88239;0
88240;0
88241;0
88242;1
88243;1
88244;1
88245;1
88246;0
88247;1
88248;0
88249;0
88250;1
88251;0
88252;0
88253;0
88254;0
88255;1
88256;0
88257;0
88258;0
88259;0
88260;1
88261;1
88262;1
88263;0
88264;0
88265;0
88266;0
88267;0
88268;0
88269;0
88270;0
88271;0
88272;0
88273;0
88274;0
88275;0
88276;1
88277;0
88278;1
88279;0
88280;0
88281;1
88282;0
88283;0
88284;1
88285;0
88286;0
88287;0
88288;0
88289;0
88290;0
88291;0
88292;0
88293;0
88294;0
88295;0
88296;0
88297;0
88298;0
88299;0
88300;1
88301;0
88302;1
88303;0
88304;0
88305;1
88306;0
88307;0
88308;0
88309;0
88310;1
88311;0
88312;0
88313;0
88314;0
88315;1
88316;0
88317;1
88318;0
88319;0
88320;1
88321;0
88322;1
88323;0
88324;0
